complaint_id,text,category,priority,sentiment,resolution_time
518,What is the wholesale price? emergency!!,Trade,High,negative,2
519,The package was crushed,Packaging,High,negative,1
520,I need a quote for a large order It has been 3 days.,Trade,Medium,neutral,9
521,Damaged packaging It has been 3 days.,Packaging,Medium,neutral,13
522,Wrapping was completely destroyed It has been 2 days.,Packaging,Medium,neutral,13
523,Product malfunctioning fast!,Product,High,negative,1
524,Need bulk order details,Trade,Medium,neutral,6
525,Box was broken,Packaging,Medium,neutral,12
526,Torn box deadline!!,Packaging,High,negative,3
527,Need bulk order details,Trade,High,negative,3
528,Defective item received resolve soon!!,Product,High,negative,2
529,Item is completely broken,Product,High,negative,3
530,Damaged packaging No rush.,Packaging,Low,positive,26
531,What is the wholesale price?,Trade,High,negative,4
532,Item is completely broken,Product,Medium,neutral,13
533,Need bulk order details asap!!!,Trade,High,negative,4
534,Trade-related query It has been 3 days.,Trade,Medium,neutral,14
535,Damaged packaging It has been 4 days.,Packaging,Medium,neutral,13
536,Item is completely broken,Product,High,negative,5
537,Torn box No rush.,Packaging,Low,positive,22
538,I need a refund because it broke critical!!,Product,High,negative,2
539,Product stopped working It has been 4 days.,Product,Medium,neutral,13
540,Item is completely broken It has been 5 days.,Product,Medium,neutral,14
541,Quality is terrible and broke No rush.,Product,Low,positive,20
542,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,8
543,I need a quote for a large order quick!!!,Trade,High,negative,5
544,Poor packaging quality,Packaging,High,negative,4
545,I need a quote for a large order,Trade,Medium,neutral,14
546,Defective item received critical!,Product,High,negative,4
547,Torn box No rush.,Packaging,Low,positive,30
548,Item is completely broken,Product,Medium,neutral,7
549,Torn box critical!!!,Packaging,High,negative,2
550,Inquiry about pricing fast!!,Trade,High,negative,3
551,Box was broken No rush.,Packaging,Low,positive,21
552,The package was crushed,Packaging,Medium,neutral,7
553,Box was broken No rush.,Packaging,Low,positive,16
554,Torn box It has been 2 days.,Packaging,Medium,neutral,8
555,Wrapping was completely destroyed No rush.,Packaging,Low,positive,22
556,Product malfunctioning immediately!!,Product,High,negative,4
557,Torn box emergency!!!,Packaging,High,negative,1
558,Wrapping was completely destroyed No rush.,Packaging,Low,positive,30
559,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,12
560,Torn box,Packaging,Medium,neutral,9
561,Trade-related query resolve soon!,Trade,High,negative,2
562,Item is completely broken fast!!!,Product,High,negative,3
563,Poor packaging quality No rush.,Packaging,Low,positive,18
564,What is the wholesale price?,Trade,High,negative,4
565,I need a quote for a large order resolve soon!!,Trade,High,negative,1
566,Product malfunctioning,Product,Medium,neutral,7
567,Poor packaging quality,Packaging,Medium,neutral,12
568,Wrapping was completely destroyed,Packaging,Medium,neutral,8
569,Need bulk order details,Trade,High,negative,4
570,Damaged packaging,Packaging,High,negative,4
571,Trade-related query emergency!!!,Trade,High,negative,3
572,Poor packaging quality,Packaging,High,negative,2
573,Trade-related query fast!!,Trade,High,negative,2
574,Poor packaging quality,Packaging,High,negative,1
575,Defective item received,Product,Medium,neutral,14
576,Torn box It has been 2 days.,Packaging,Medium,neutral,11
577,Box was broken,Packaging,Medium,neutral,6
578,Product stopped working No rush.,Product,Low,positive,16
579,Damaged packaging,Packaging,Medium,neutral,6
580,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,14
581,Torn box,Packaging,Medium,neutral,12
582,Need bulk order details No rush.,Trade,Low,positive,24
583,I need a quote for a large order,Trade,High,negative,5
584,Wrapping was completely destroyed,Packaging,High,negative,2
585,Damaged packaging quick!!,Packaging,High,negative,1
586,Wrapping was completely destroyed No rush.,Packaging,Low,positive,26
587,I need a quote for a large order No rush.,Trade,Low,positive,18
588,Torn box No rush.,Packaging,Low,positive,27
589,Need bulk order details No rush.,Trade,Low,positive,28
590,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,10
591,Trade-related query It has been 4 days.,Trade,Medium,neutral,12
592,Trade-related query,Trade,High,negative,4
593,Product stopped working No rush.,Product,Low,positive,20
594,Inquiry about pricing It has been 4 days.,Trade,Medium,neutral,11
595,Poor packaging quality,Packaging,High,negative,5
596,The package was crushed It has been 3 days.,Packaging,Medium,neutral,11
597,Trade-related query It has been 2 days.,Trade,Medium,neutral,15
598,Torn box,Packaging,Medium,neutral,8
599,I need a quote for a large order resolve soon!!,Trade,High,negative,4
600,Poor packaging quality No rush.,Packaging,Low,positive,17
601,Wrapping was completely destroyed,Packaging,High,negative,3
602,I need a quote for a large order No rush.,Trade,Low,positive,24
603,Poor packaging quality resolve soon!!,Packaging,High,negative,5
604,Need bulk order details It has been 5 days.,Trade,Medium,neutral,11
605,Wrapping was completely destroyed resolve soon!!!,Packaging,High,negative,5
606,Box was broken,Packaging,Medium,neutral,15
607,I need a refund because it broke No rush.,Product,Low,positive,20
608,Defective item received resolve soon!!,Product,High,negative,2
609,I need a quote for a large order,Trade,High,negative,3
610,Quality is terrible and broke,Product,Medium,neutral,9
611,Need bulk order details,Trade,Medium,neutral,15
612,Item is completely broken,Product,Medium,neutral,15
613,Damaged packaging,Packaging,Medium,neutral,12
614,What is the wholesale price?,Trade,Medium,neutral,10
615,Need bulk order details No rush.,Trade,Low,positive,17
616,Wrapping was completely destroyed,Packaging,High,negative,2
617,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,9
618,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,10
619,Quality is terrible and broke It has been 4 days.,Product,Medium,neutral,12
620,Trade-related query critical!,Trade,High,negative,1
621,Damaged packaging asap!!!,Packaging,High,negative,2
622,Product malfunctioning,Product,High,negative,5
623,Defective item received It has been 4 days.,Product,Medium,neutral,8
624,Poor packaging quality immediately!,Packaging,High,negative,3
625,Box was broken No rush.,Packaging,Low,positive,27
626,This product broke immediately immediately!,Product,High,negative,5
627,Trade-related query immediately!!!,Trade,High,negative,5
628,Quality is terrible and broke,Product,Medium,neutral,10
629,Wrapping was completely destroyed quick!!,Packaging,High,negative,1
630,Quality is terrible and broke immediately!!,Product,High,negative,3
631,Box was broken emergency!!,Packaging,High,negative,3
632,Quality is terrible and broke,Product,Medium,neutral,6
633,What is the wholesale price?,Trade,Medium,neutral,6
634,Product malfunctioning No rush.,Product,Low,positive,17
635,I need a refund because it broke asap!!!,Product,High,negative,3
636,Wrapping was completely destroyed,Packaging,High,negative,1
637,Damaged packaging urgent!!,Packaging,High,negative,5
638,Torn box quick!!!,Packaging,High,negative,3
639,This product broke immediately,Product,Medium,neutral,13
640,What is the wholesale price? emergency!,Trade,High,negative,3
641,Wrapping was completely destroyed,Packaging,High,negative,2
642,Poor packaging quality,Packaging,Medium,neutral,11
643,Product malfunctioning immediately!!,Product,High,negative,3
644,Wrapping was completely destroyed It has been 5 days.,Packaging,Medium,neutral,15
645,I need a quote for a large order No rush.,Trade,Low,positive,28
646,What is the wholesale price?,Trade,High,negative,1
647,Wrapping was completely destroyed No rush.,Packaging,Low,positive,21
648,Torn box It has been 2 days.,Packaging,Medium,neutral,7
649,This product broke immediately,Product,High,negative,1
650,Trade-related query emergency!!!,Trade,High,negative,5
651,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,14
652,Damaged packaging,Packaging,Medium,neutral,15
653,Product malfunctioning No rush.,Product,Low,positive,22
654,Inquiry about pricing It has been 4 days.,Trade,Medium,neutral,9
655,Trade-related query It has been 5 days.,Trade,Medium,neutral,13
656,Defective item received emergency!!,Product,High,negative,4
657,Item is completely broken No rush.,Product,Low,positive,16
658,Inquiry about pricing,Trade,Medium,neutral,9
659,Inquiry about pricing resolve soon!!!,Trade,High,negative,5
660,Defective item received,Product,High,negative,3
661,What is the wholesale price? resolve soon!!!,Trade,High,negative,4
662,Poor packaging quality resolve soon!!!,Packaging,High,negative,4
663,Box was broken asap!!,Packaging,High,negative,4
664,I need a refund because it broke No rush.,Product,Low,positive,26
665,Item is completely broken No rush.,Product,Low,positive,25
666,Quality is terrible and broke No rush.,Product,Low,positive,20
667,Torn box No rush.,Packaging,Low,positive,24
668,Need bulk order details,Trade,High,negative,4
669,Damaged packaging,Packaging,Medium,neutral,14
670,Trade-related query It has been 2 days.,Trade,Medium,neutral,7
671,Torn box No rush.,Packaging,Low,positive,22
672,I need a quote for a large order,Trade,Medium,neutral,7
673,The package was crushed It has been 3 days.,Packaging,Medium,neutral,12
674,Defective item received It has been 4 days.,Product,Medium,neutral,6
675,Wrapping was completely destroyed emergency!,Packaging,High,negative,1
676,Inquiry about pricing,Trade,Medium,neutral,15
677,Poor packaging quality,Packaging,Medium,neutral,8
678,The package was crushed,Packaging,Medium,neutral,13
679,Box was broken fast!!,Packaging,High,negative,3
680,Defective item received critical!,Product,High,negative,1
681,The package was crushed No rush.,Packaging,Low,positive,30
682,Product stopped working,Product,Medium,neutral,8
683,Product malfunctioning immediately!,Product,High,negative,4
684,Poor packaging quality deadline!!!,Packaging,High,negative,5
685,Poor packaging quality,Packaging,High,negative,2
686,Wrapping was completely destroyed No rush.,Packaging,Low,positive,23
687,What is the wholesale price?,Trade,Medium,neutral,7
688,Torn box asap!!,Packaging,High,negative,2
689,Product stopped working immediately!,Product,High,negative,2
690,The package was crushed It has been 2 days.,Packaging,Medium,neutral,6
691,Need bulk order details critical!!,Trade,High,negative,1
692,The package was crushed,Packaging,High,negative,3
693,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,13
694,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,11
695,Torn box It has been 4 days.,Packaging,Medium,neutral,6
696,Quality is terrible and broke No rush.,Product,Low,positive,29
697,Inquiry about pricing No rush.,Trade,Low,positive,24
698,The package was crushed deadline!!!,Packaging,High,negative,5
699,Box was broken,Packaging,Medium,neutral,14
700,Item is completely broken critical!!,Product,High,negative,5
701,Inquiry about pricing,Trade,High,negative,4
702,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,13
703,Torn box No rush.,Packaging,Low,positive,16
704,Box was broken,Packaging,High,negative,4
705,Quality is terrible and broke No rush.,Product,Low,positive,16
706,Product stopped working emergency!,Product,High,negative,4
707,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,9
708,Need bulk order details,Trade,Medium,neutral,13
709,Torn box No rush.,Packaging,Low,positive,30
710,Trade-related query,Trade,High,negative,2
711,Item is completely broken,Product,Medium,neutral,10
712,I need a refund because it broke quick!!,Product,High,negative,4
713,Poor packaging quality It has been 2 days.,Packaging,Medium,neutral,8
714,I need a refund because it broke It has been 2 days.,Product,Medium,neutral,9
715,Product malfunctioning quick!!,Product,High,negative,3
716,Item is completely broken,Product,Medium,neutral,11
717,I need a refund because it broke,Product,Medium,neutral,14
718,Damaged packaging emergency!,Packaging,High,negative,2
719,Wrapping was completely destroyed critical!,Packaging,High,negative,4
720,Trade-related query It has been 3 days.,Trade,Medium,neutral,9
721,Item is completely broken critical!!!,Product,High,negative,3
722,What is the wholesale price? It has been 4 days.,Trade,Medium,neutral,15
723,Torn box,Packaging,Medium,neutral,12
724,The package was crushed critical!!,Packaging,High,negative,5
725,The package was crushed,Packaging,Medium,neutral,6
